Дата проводки,Счёт (наименование + ИНН),Сумма по дебету (RUB),Сумма по кредиту (RUB),Банк (условный БИК + наименование),Назначение платежа (детали),Риск,Причины_оценки_риска,Примечание
2025-08-16 11:24:06,"ИП СИДОРОВ В.П., ИНН: 6606007006","34,965.26",,"Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)","Перечисление заработной платы, период: 08.2025; ведомость №41; дата 16.08.2025 11:24",Без риска,utilities_or_salary_small,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 11:37:14,"ООО МАРКЕТПЛЮС, ИНН: 4405006005",,"93,057.89","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №944/2025 от 04.06.2025; счет-фактура №4426; ТТН №917; назнач.: оплата поставки; дата/время проводки 16.08.2025 11:37; счет-фактура №4426; ТТН №917,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 11:52:48,"ИП КОРОЛЁВ А.М., ИНН: 2332003203",,"47,425.76","Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Оплата по договор №249/2025 от 02.08.2025; счет-фактура №4758; ТТН №687; назнач.: оплата поставки; дата/время проводки 16.08.2025 11:52; счет-фактура №4758; ТТН №687,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 12:21:53,"ООО РЕГИОНАЛ ЛОГИСТИК, ИНН: 1928002809","962,777.06",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №888/2025 от 05.06.2025; счет-фактура №8120; ТТН №698; назнач.: оплата поставки; дата/время проводки 16.08.2025 12:21; счет-фактура №8120; ТТН №698,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 12:26:28,"ООО ФИНАНС СОЛЮШН, ИНН: 9008001808",,"1,483,684.52","Альфа-Банк, г. Москва (БИК: 044030653)",Поступление/возврат по договору займа №Z-57; срок 6 мес.; дата 16.08.2025 12:26,Средний,loan_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 12:28:45,"ООО НЕОТЕК, ИНН: 1120002001","102,030.29",,"Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Аванс по договор №977/2025 от 01.08.2025; счет-фактура №6003; назнач.: аванс; дата/время 16.08.2025 12:28; счет-фактура №6003; ТТН №300,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 13:33:20,"ООО БИЗНЕСХАУС, ИНН: 1019001909",,"20,200.17","Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата коммунальных услуг и интернет; период: 08.2025; дата/время 16.08.2025 13:33,Без риска,utilities_or_salary_small,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 13:57:06,"ООО СБОРКА, ИНН: 7806001606",,"161,074.94","Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №889/2025 от 02.06.2025; счет-фактура №7599; ТТН №872; назнач.: оплата поставки; дата/время проводки 16.08.2025 13:57; счет-фактура №7599; ТТН №872,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 15:25:47,"ООО КРИПТОТРЕЙД, ИНН: 1209001010","1,240,846.86",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Перечисление контрагенту ООО КРИПТОТРЕЙД; назнач.: оплата услуг; документы: не указаны; дата 16.08.2025 15:25,Высокий,crypto_large,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 15:40:38,"ООО РЕГИОНАЛ ЛОГИСТИК, ИНН: 1928002809","84,187.31",,"Сбербанк, г. Екатеринбург, Уральский филиал (БИК: 045004641)",Оплата по договор №965/2025 от 17.08.2025; счет-фактура №7386; ТТН №479; назнач.: оплата поставки; дата/время проводки 16.08.2025 15:40; счет-фактура №7386; ТТН №479,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 16:53:24,"ООО ТРАНСЛАЙН, ИНН: 1322002203",,"1,556,170.00","Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №422/2025 от 22.08.2025; счет-фактура №3299; ТТН №394; назнач.: оплата поставки; дата/время проводки 16.08.2025 16:53; счет-фактура №3299; ТТН №394,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 17:10:15,"ООО ТЕХНОКОМФОРТ, ИНН: 7701001001","964,675.89",,"Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №989/2025 от 23.08.2025; счет-фактура №2774; ТТН №302; назнач.: оплата поставки; дата/время проводки 16.08.2025 17:10; счет-фактура №2774; ТТН №302,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 17:27:04,"ООО СТРАНАIT, ИНН: 2231003102","211,833.92",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №896/2025 от 18.06.2025; счет-фактура №1656; ТТН №435; назнач.: оплата поставки; дата/время проводки 16.08.2025 17:27; счет-фактура №1656; ТТН №435,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 18:08:11,"ООО СТРАНАIT, ИНН: 2231003102",,"520,372.40","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №767/2025 от 03.07.2025; счет-фактура №1249; ТТН №454; назнач.: оплата поставки; дата/время проводки 16.08.2025 18:08; счет-фактура №1249; ТТН №454,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-08-16 18:11:28,"ООО АЛЬФАМЕД, ИНН: 7803004003",,"44,545.04","Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №626/2025 от 04.08.2025; счет-фактура №9077; ТТН №424; назнач.: оплата поставки; дата/время проводки 16.08.2025 18:11; счет-фактура №9077; ТТН №424,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
